Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI	Reference
1856	-18.58	14.167	3167.0	0.7	25.8	3	1	69	70
1857	-18.58	14.167	3167.0	0.7	25.8	3	1	69	70
1858	-33.48	1.367	3824.0	0.0	33.1	3	1	69	70
1859	-33.48	1.367	3824.0	0.0	33.1	3	1	69	70
1860	-72.0	36.0	3942.0	0.0	39.6	3	1	69	70
1861	-72.0	36.0	3942.0	0.0	39.6	3	1	69	70
1862	-160.0	4.0	1.0	6.34004	6.36004	3	4	431	14
1863	-30.0	65.0	1855.0	3.5	25.5	3	1	69	70
1864	-30.0	65.0	1855.0	3.5	25.5	3	1	69	70
1865	134.1333	28.5333	2942.0	0.0	32.4	3	1	69	70
1866	134.1333	28.5333	2942.0	0.0	32.4	3	1	69	70
1867	-160.0	4.0	1.0	5.958042	5.999042	3	4	431	14
1868	-32.5	44.1	3519.0	0.0	11.58	3	1	457	463
1869	-23.15	-0.2	3706.0	1.5	22.4	3	1	457	463
1870	-21.0	18.0	3093.0	0.4	25.7	3	1	69	70
1871	-32.933	41.0	3371.0	14.1	135.0	3	1	549	424
1872	-160.0	4.0	1.0	6.58104	6.60504	3	4	431	14
1873	112.083	7.2	1953.0	0.2	24.7	3	1	457	463
1874	-160.0	4.0	1.0	6.05604	6.09704	3	4	431	14
1875	-84.8	10.6	380.0	4.9362	8.8064	4	9	550	560
1876	104.1	21.66	1700.0	-0.054	0.145	5	3	551	561
1877	104.1	21.66	1700.0	-0.054	0.245	5	3	551	561
1878	104.1	21.66	1700.0	-0.054	0.045	5	3	551	561
1879	104.1	21.66	1700.0	-0.054	0.045	5	3	551	561
1880	104.1	21.66	1700.0	-0.054	0.245	5	3	551	561
1881	104.1	21.66	1700.0	-0.054	0.245	5	3	551	561
1882	0.5	45.3	175.0	32.7	82.7	4	9	552	562
1883	167.73167	50.42	3300.0	3.87025215	23.2000351	3	8	215	220
1884	-43.83	65.18	2035.0	-0.03	11.65	1	5	553	563
1885	-37.4	72.3	3200.0	-0.03	11.65	1	5	553	563
1886	-37.4	72.3	3200.0	-0.03	32.39	1	5	553	563
1887	-42.32	75.1	2917.0	-0.03	122.23	1	5	553	563
1888	-26.73	71.27	2350.0	-0.01	59.39	1	5	19	19
1889	-76.0	80.25	2200.0	-0.01	11.65	1	5	82	84
1890	-61.13	77.17	1885.0	0.05	11.65	1	5	82	84
1891	-43.83	65.18	2035.0	-0.01	11.65	1	5	82	84
1892	-37.4	72.3	3200.0	-0.01	11.65	1	5	82	84
1893	-42.32	75.1	2917.0	-0.01	11.65	1	5	554	564
1894	-26.73	71.27	2350.0	-0.01	11.65	1	5	554	564
1895	-37.32	71.12	3172.0	-0.023	1.398	1	5	554	564
1896	-37.32	71.12	3172.0	-0.023	1.398	1	5	554	564
1897	-37.32	71.12	3172.0	-0.023	1.398	1	5	554	564
1898	-43.83	65.18	2035.0	-0.028	1.399	1	5	554	564
1899	-43.83	65.18	2035.0	-0.028	1.399	1	5	554	564
1900	-43.83	65.18	2035.0	-0.028	1.399	1	5	554	564
1901	-37.64	72.58	3238.0	-0.029	1.399	1	5	554	564
1902	-37.64	72.58	3238.0	-0.029	1.399	1	5	554	564
1903	-37.64	72.58	3238.0	-0.029	1.399	1	5	554	564
1904	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1905	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1906	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1907	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1908	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1909	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1910	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1911	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1912	-38.5	72.6	3203.0	-0.02	0.172	1	5	554	564
1913	-38.5	72.6	3203.0	-0.02	0.172	1	5	554	564
1914	-44.58	70.3	2410.0	-0.02	0.172	1	5	554	564
1915	-44.58	70.3	2410.0	-0.02	0.172	1	5	554	564
1916	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1917	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1918	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1919	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1920	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1921	-43.83	65.18333333	2480.0	-0.02	0.172	1	5	554	564
1922	-26.73	71.27	2350.0	-0.02	0.172	1	5	554	564
1923	-26.73	71.27	2350.0	-0.02	0.172	1	5	554	564
1924	-35.82	70.63	3092.0	-0.02	0.172	1	5	554	564
1925	-35.82	70.63	3092.0	-0.02	0.172	1	5	554	564
1926	-37.48	70.65	3138.0	-0.02	0.172	1	5	554	564
1927	-37.48	70.65	3138.0	-0.02	0.172	1	5	554	564
1928	-39.62	70.64	3018.0	-0.02	0.172	1	5	554	564
1929	-39.62	70.64	3018.0	-0.02	0.172	1	5	554	564
1930	-35.85	71.76	3087.0	-0.02	0.172	1	5	554	564
1931	-35.85	71.76	3087.0	-0.02	0.172	1	5	554	564
1932	-35.84	71.15	3098.0	-0.02	0.172	1	5	554	564
1933	-35.84	71.15	3098.0	-0.02	0.172	1	5	554	564
1934	106.837328	-78.464422	3488.0	5.137	149.899	1	5	555	565
1935	106.837328	-78.464422	3488.0	5.137	149.899	1	5	555	565
1936	106.837328	-78.464422	3488.0	0.0	422.766	1	5	407	414
1937	106.8373	-78.464422	3488.0	-0.05	50.8535	1	5	556	414
1938	106.8	-78.4666	3488.0	115.212	145.969	1	5	144	149
1939	106.8	-78.4666	3488.0	-0.05	30.6971	1	5	144	149
1940	106.8	-78.46667	3488.0	111.8	151.8	1	5	557	566
1941	-112.08	-79.47	1759.0	-0.004	24.207	1	5	498	507
1942	-112.08	-79.47	1759.0	-0.004	24.207	1	5	498	507
1943	-148.8	-81.65	620.0	0.83	23.06	1	5	498	507
1944	158.71667	-77.78333	2365.0			1	5	498	507
1945	-69.8	43.65	30.0	-0.053	0.917	3	7	558	567
1946	105.0	33.316	1200.0	-0.053	1.758	4	9	559	568
1947	-122.255627	47.63349	2855.0	0.392	0.976	2	6	275	283
1948	-122.255627	47.63349	2855.0	0.308	0.901	2	6	275	283
1949	-112.11	-79.48	1766.0	-0.055610619	29.56164	1	5	497	506
1950	178.0	-40.38	2197.0	0.97	25.1	3	8	560	569
1951	178.0	-40.38	2197.0	0.97	25.1	3	1	560	569
1952	172.025	-45.995	1370.0	2.7	116.705	3	1	560	569
1953	172.025	-45.995	1370.0	2.7	116.705	3	8	560	569
1954	-178.4917	-42.5333	1408.0	0.0	160.15	3	8	560	569
1955	-178.4917	-42.5333	1408.0	3.5	154.6	3	1	560	569
1956	9.39	2.5	1328.0	0.06	21.77	3	8	561	570
1957	-36.6366	-4.61333	830.0	0.17	20.74	3	8	562	571
1958	9.395	2.502	1295.0	0.36	155.42	3	8	563	572
1959	6.767167	78.915662	1491.0	-0.057	2.07	3	8	564	573
1960	6.767167	78.915662	1491.0	-0.057	2.07	3	8	564	573
1961	6.767167	78.915662	1389.0	0.421	8.838	3	1	565	574
1962	6.767167	78.915662	1389.0	0.421	8.838	3	8	565	574
1963	6.767167	78.915662	1389.0	0.421	8.809	3	8	565	574
1964	-91.34	26.95	2248.0	10.992	18.354	3	8	566	575
1965	-119.0	38.0	1945.0	27.62091992	40.3724878	2	2	567	576
1966	-119.0	38.0	1945.0	27.6209199185	40.3724877967	2	2	567	576
1967	-119.0	38.0	1945.0	16.7144562	27.54897826	2	2	567	576
1968	-119.0	38.0	1945.0	14.59	16.67212871	2	2	567	576
1969	-119.0	38.0	1945.0	14.59	16.67212871	2	2	567	576
1970	64.0	81.0	580.0	-0.045	0.15	1	5	568	577
1971	-88.1	44.09	227.0	1.321	8.273	2	6	569	578
1972	-88.1	44.09	227.0	1.321	8.273	2	6	569	578
1973	-0.58	51.98	150.0	0.057	0.338	5	3	570	579
1974	-0.58	51.98	150.0	0.057	0.338	5	3	570	579
1975	-0.59	51.98	50.0	-0.052	0.046	5	3	70	80
1976	29.93	-24.16	1450.0	39.8	57.93	4	9	571	580
1977	30.876167	81.537667	862.0	11.94	144.86	3	1	445	451
1978	15.6723	82.0237	2531.0	0.0	123.34	3	1	445	451
1979	15.6723	82.0237	2531.0	0.0	166.32	3	1	445	451
1980	30.876167	81.537667	862.0	7.38	144.86	3	1	445	451
1981	134.51	7.27	2.0	-0.05358	-0.04383	3	4	572	581
1982	134.51	7.27	2.0	-0.05358	-0.04558	3	4	572	581
1983	110.9	25.2	380.0	19.67	49.96185125	4	9	573	582
1984	109.8	28.8	420.0	19.1	30.3	4	9	573	582
1985	103.35	24.2	1500.0	36.079	52.594	4	9	574	583
1986	109.4667	30.75	1250.0	57.6171751	69.55269721	4	9	575	584
1987	90.55	28.97	4200.0	-0.051	0.005	2	6	576	585
1988	90.55	28.97	4200.0	-0.051	0.005	2	6	576	585
1989	90.55	28.97	4200.0	-0.051	-0.038	2	6	576	585
1990	90.55	28.97	4200.0	-0.051	0.024	2	6	576	585
1991	90.55	28.97	4200.0	-0.051	0.024	2	6	576	585
1992	107.9	25.5	570.0	7.322	16.319	4	9	577	586
1993	112.7	16.7	5.0	0.064	0.914	3	2	578	587
1994	-89.07	16.2086	366.0	0.0	2.004	4	9	579	588
1995	-89.07	16.2086	366.0	-0.0539	1.9887	4	9	580	588
1996	158.95	-0.03	2311.0	3.7	53.0	3	1	581	589
1997	161.0	0.0	3400.0	3.7	53.0	3	1	581	589
1998	-120.03	34.77	730.0	-0.058	2.932	2	6	582	590
1999	-120.03	34.77	730.0	-0.058	2.932	2	6	582	590
2000	-120.03	34.77	730.0	-0.058	2.932	2	6	582	590
2001	-120.03	34.77	730.0	-0.058	2.932	2	6	582	590
2002	-120.03	34.77	730.0	-0.049529412	2.932303797	2	6	582	590
2003	-120.03	34.77	730.0	0.675578358	2.907878481	2	6	582	590
2004	63.08	22.2	2387.0	8.25	762.75	3	8	583	591
2005	63.08	22.2	2387.0	180.78	629.88	3	8	583	591
2006	63.08	22.2	2387.0	9.66	762.75	3	1	583	591
2007	25.82833	-41.33167	2907.0	0.29	353.18	3	1	584	592
2008	25.82833	-41.33167	2907.0	0.29	353.18	3	8	584	592
2009	43.58333	-23.14	1.1	-0.045625	0.290375	3	4	585	593
2010	45.1	-12.65	2.0	-0.04362	0.08438	3	4	586	594
2011	113.75	-28.47	5.0	-0.059	0.103	3	4	587	595
2012	113.75	-28.47	5.0	-0.059	0.103	3	4	587	595
2013	113.75	-28.47	5.0	-0.043	0.155	3	4	587	595
2014	113.75	-28.47	5.0	-0.043	0.155	3	4	587	595
